Engineering Stress	Engineering Strain
482913186.4	0.086992857
482970067.2	0.087023214
482928648.7	0.087050298
483045454.3	0.087083929
483178083.3	0.087113988
483200034.1	0.087144345
483176240.1	0.087171429
483065322.6	0.087198512
483125408.6	0.087228869
483241533.2	0.087260714
483311632.6	0.087291071
483355895.2	0.087319643
483382213.3	0.08735
483421548.4	0.087380357
483554297.5	0.087412202
483555499.1	0.087441071
483555779.6	0.087469643
483510555.6	0.087496726
483494812.7	0.087527083
483621833.3	0.087558929
483746850.4	0.087589286
483755502.7	0.087619643
483790953.4	0.087648214
483802329.7	0.087678571
483894741	0.087708929
483894940.9	0.087738988
483936840.5	0.087767857
483872468.6	0.08779494
483830529.6	0.087825298
483921218.6	0.087855357
484067145.2	0.0878875
484107843.2	0.08791756
484152987.5	0.087946429
484091019.7	0.087975
484189078.9	0.088005357
484297432.8	0.088037202
484317541.2	0.088066071
484286176.5	0.088094643
484216156.8	0.088121726
484277724.9	0.088153571
484424172.9	0.088183929
484445883.5	0.088214286
484508452.5	0.088242857
484473042.1	0.088271726
484496354.8	0.088301786
484680215.9	0.088333929
484734773.3	0.088363988
484733852.2	0.088392857
484625939.1	0.08841994
484671083.3	0.088450298
484777994.6	0.088480357
484815848.6	0.088510714
484871367.4	0.088541071
484879338.7	0.088568155
484900649.6	0.0886
485090999.1	0.088631845
485158535.8	0.088662202
485141150.5	0.088691071
485052585.1	0.088718155
485067365.6	0.088746726
485151525.1	0.088778571
485243376.3	0.08880744
485248302.9	0.0888375
485266528.7	0.088866369
485314436.4	0.088896726
485480272.4	0.088928571
485554738.4	0.088960417
485543001.8	0.088988988
485463368.3	0.089014583
485401280.5	0.08904494
485504867.4	0.089075298
485612259.9	0.089105357
485645707	0.089135714
485672064.5	0.089164583
485655521.5	0.089194643
485786586.9	0.089226786
485864978.5	0.089256845
485882242.8	0.089287202
485790312.7	0.089312798
485716047.5	0.089341369
485814586.9	0.089373214
485938002.7	0.089403571
485959793	0.089433929
486031374.6	0.0894625
486048799.3	0.089492857
486124707.9	0.089524702
486217519.7	0.089553571
486249965.1	0.089583929
486201095.9	0.0896125
486122063.6	0.089639583
486210429.2	0.08966994
486331802	0.089701786
486364608.4	0.089730357
486430341.4	0.089760714
486401820.8	0.089789583
486464029.6	0.089821429
486615364.7	0.089851786
486648371	0.089881845
486638437.3	0.089910714
486524114.7	0.089937798
486592652.3	0.089968155
486681939.1	0.089998214
486737137.1	0.090028571
486798984.8	0.090058929
486777794.8	0.0900875
486783202.5	0.090117857
486999069	0.090149702
487016613.8	0.090178571
487043412.2	0.090208929
486933336	0.090234226
486948197.1	0.090266071
487066204.3	0.090296429
487137986.6	0.090326786
487137425.6	0.090355357
487141111.1	0.090384226
487155291.2	0.090414583
487327535.8	0.090446429
487405606.6	0.090476786
487384376.3	0.090506845
487311753.6	0.090533929
487270974.9	0.090562798
487365389.8	0.090593155
487446384.4	0.090623214
487458641.6	0.090653571
487475225.8	0.09068244
487474384.4	0.090711012
487685684.6	0.090744643
487737597.7	0.090774702
487762072.6	0.090803571
487678193.5	0.090832143
487633370.1	0.090861012
487725541.2	0.090891071
487823440	0.090921429
487831891.6	0.090950298
487897705.2	0.090980357
487901069.9	0.091009226
488023764.3	0.091041071
488168049.3	0.091072917
488177983	0.091101786
488117617.4	0.091130357
488061498.2	0.09115744
488129634.4	0.091187798
488224088.7	0.091218155
488268631.7	0.091248214
488296552	0.091278571
488302640.7	0.09130744
488376145.2	0.091339286
488540258.1	0.091369643
488562409.5	0.091399702
488527319	0.091428571
488436230.3	0.091455655
488488303.8	0.091486012
488575307.3	0.091516071
488665195.3	0.091546429
488676090.5	0.091576786
488660428.3	0.091605357
488677052	0.091635714
488860793	0.09166756
488895282.3	0.091696429
488902172	0.091726786
488810802	0.091753869
488803431.9	0.09178244
488916271.5	0.091814286
489001672.9	0.091844643
489045615.6	0.091875
489031114.7	0.091903571
489017975.8	0.09193244
489153729.4	0.091964286
489221745.5	0.091994643
489244097.7	0.092024702
489172916.7	0.092051786
489142112.9	0.092080655
489248983.9	0.092111012
489381652.3	0.092142857
489414098.6	0.092173214
489420587.8	0.092201786
489376766.1	0.092228869
489491969.5	0.092260714
489629845	0.09229256
489644185.5	0.092322917
489573204.3	0.09235
489518166.7	0.092377083
489606251.8	0.092408929
489731309.1	0.092441071
489767440.9	0.092469643
489776774.2	0.092498214
489725861.1	0.092527083
489847554.7	0.092558929
489987473.1	0.092590774
490008502.7	0.092619643
489986111.1	0.092648214
489894060	0.092675298
489966403.2	0.092705655
490077440.9	0.0927375
490169612	0.092766071
490152187.3	0.092796429
490111088.7	0.092825298
490235505.4	0.092855357
490396613.8	0.0928875
490411755.4	0.09291756
490412116.5	0.092946429
490301599.5	0.092973512
490301679.2	0.093002083
490449489.2	0.093033929
490520149.6	0.093064286
490518267	0.093093155
490506089.6	0.093121726
490595296.6	0.093153571
490752639.8	0.093185417
490786928.3	0.093215774
490759289.4	0.093244643
490680617.4	0.093271726
490675329.7	0.093300298
490800908.6	0.093332143
490902131.7	0.0933625
490906578	0.093391071
490890795.7	0.09341994
490932374.6	0.093451786
491103257.2	0.093482143
491138628.1	0.0935125
491099692.7	0.09354256
491029512.5	0.093568155
491032837.8	0.093598512
491139148.7	0.093628869
491251628.1	0.093658929
491257276	0.093689286
491274420.3	0.093718155
491303422	0.093748214
491450230.3	0.093780357
491503305.6	0.093810417
491491729.4	0.093839286
491480192.7	0.093867857
491421949.8	0.09389494
491523173.8	0.093926786
491664614.7	0.093958929
491681759	0.0939875
491756184.6	0.094017857
491711040.3	0.094048214
491800527.8	0.094078274
491866862	0.094107143
491903313.6	0.0941375
491880440.9	0.094166071
491786788.5	0.094193155
491852121	0.094223512
492012068.1	0.094255357
492070150.5	0.094285714
492114813.6	0.094316071
492057612.9	0.094344643
492123866.5	0.094375
492227253.6	0.094405357
492278086	0.094435417
492217159.5	0.094464286
492165966.8	0.094491369
492192324.4	0.094521726
492308088.7	0.094553571
492370577.1	0.094583929
492423091.4	0.0946125
492403864.7	0.094641071
492393409.5	0.094671429
492534610.2	0.094703274
492620091.4	0.094733631
492614964.2	0.0947625
492539377.2	0.094789583
492530284.1	0.094818155
492625499.1	0.09485
492705933.7	0.094878869
492707215.1	0.094908929
492755363.8	0.094937798
492733973.1	0.094968155
492940666.7	0.095
492993501.8	0.095030357
493028832.4	0.095060417
492952243.7	0.0950875
492895483	0.095116369
492972913.1	0.095146726
493099893.4	0.095176786
493093804.7	0.095207143
493136184.6	0.095236012
493140190	0.095264583
493260961.5	0.095298214
493358500	0.095328274
493402723.1	0.095358631
493325213.3	0.095385714
493228756.3	0.095412798
493337510.8	0.095443155
493437733	0.095475
493469938.2	0.095505357
493540078	0.095533929
493518888	0.095564286
493595877.2	0.095594643
493732150.5	0.095626488
493758468.6	0.095655357
493671705.2	0.095683929
493572724	0.095711012
493673147	0.095741369
493784785.8	0.095773214
493832012.5	0.095801786
493882243.7	0.095832143
493878999.1	0.0958625
493899989.2	0.095892857
494083009	0.095924702
494083369.2	0.095953274
494044073.5	0.095982143
493973132.6	0.096009226
494020760.8	0.096039583
494120983	0.096069643
494195969.5	0.0961
494249805.6	0.096130357
494253050.2	0.096158929
494256735.7	0.096189286
494419607.5	0.096221131
494453655	0.096251488
494475726.7	0.096280357
494386279.6	0.09630744
494393449.8	0.096336012
494493232.1	0.096367857
494593173.8	0.096398214
494599622.8	0.096426786
494639839.6	0.096457143
494585241.9	0.096486012
494778476.7	0.096517857
494854264.3	0.096548214
494868204.3	0.096578274
494800508.1	0.096605357
494750957.9	0.096634226
494879019.7	0.096664583
494964100.4	0.096696429
494969027.8	0.096725
495000311.8	0.096753869
494966984.8	0.09678244
495087034.9	0.096816071
495211732.1	0.096846131
495244138	0.096875
495189901.4	0.096903571
495102136.2	0.096930655
495199634.4	0.0969625
495280028.7	0.096992857
495251828.9	0.097021726
495321287.6	0.097051786
495326455.2	0.097080655
495459563.6	0.0971125
495578413.1	0.097144345
495596238.4	0.097173214
495536873.7	0.097201786
495429040.3	0.097228869
495520170.3	0.097259226
495595236.6	0.097291071
495645828.9	0.097319643
495678595	0.09735
495658486.6	0.097378869
495759990.1	0.097408929
495917293.9	0.097441071
495934678.3	0.097471131
495912246.4	0.0975
495791755.4	0.097527083
495835457.9	0.09755744
495925785.8	0.0975875
496001733.9	0.097616369
496012108.4	0.097646726
496038746.4	0.097675298
496065384.4	0.097705655
496274560.9	0.097738988
496276323.5	0.097769345
496300838.7	0.097798214
496188839.6	0.097825298
496204942.7	0.097853869
496269353.9	0.097885714
496395813.6	0.097916071
496408751.8	0.097944643
496441838.7	0.097975
496409192.7	0.098003869
496589528.7	0.098035714
496646088.7	0.098066071
496646970.4	0.098096131
496567737.5	0.098123214
496525758.1	0.098152083
496600543.9	0.09818244
496723719.5	0.098214286
496807638	0.098242857
496801269.7	0.098273214
496772708.8	0.098301786
496854384.4	0.098333929
496960014.3	0.098363988
496976037.6	0.098392857
496958212.4	0.098421429
496867163.1	0.098448512
496951802.9	0.098480357
497067447.1	0.098510714
497158697.1	0.098541071
497142954.3	0.098571429
497093604.8	0.098598512
497136345	0.098630357
497317322.6	0.098662202
497341916.7	0.098691071
497333825.3	0.098719643
497220504.5	0.098746726
497296733	0.098777083
497402403.2	0.098808929
497499861.1	0.098839286
497474304.7	0.098867857
497444382.6	0.098896726
497508233	0.098926786
497646189.1	0.098958929
497709638.9	0.098988988
497734233.9	0.099017857
497626320.8	0.09904494
497629565.4	0.099075298
497734314.5	0.099105357
497835297.5	0.099135714
497830931.9	0.099164583
497813827.1	0.099193155
497886410.4	0.099223512
498039508.1	0.099256845
498105641.6	0.099287202
498108965.9	0.099316071
498024165.8	0.099343155
497993042.1	0.099371726
498107164	0.099403571
498188398.7	0.099433929
498223408.6	0.0994625
498220805.6	0.099491369
498255935.5	0.099521726
498395894.3	0.099553571
498478851.3	0.099585417
498468957.9	0.099613988
498387802	0.099641071
498320346.8	0.09966994
498432425.6	0.099700298
498571823.5	0.099732143
498566095.9	0.099760714
498597740.1	0.099789583
498571863.8	0.099819643
498730249.1	0.099851786
498787569.9	0.099881845
498781241	0.099910714
498744308.2	0.099939286
498674328.9	0.099966369
498753241	0.099998214
498905737.5	0.100028571
498937622.8	0.100058929
498976438.2	0.1000875
498956850.4	0.100117857
499073055.6	0.100148214
499159258.1	0.100178571
499169752.7	0.100208929
499155332.4	0.1002375
499071533.2	0.100264583
499124047.5	0.10029494
499282953.4	0.100326786
499338953.4	0.100357143
499386700.7	0.1003875
499365431	0.100416071
499383295.7	0.100446429
499500943.5	0.100476786
499516484.8	0.100506845
499519249.1	0.100535714
499436331.5	0.100562798
499466133.5	0.100591369
499579053.8	0.100625
499672066.3	0.100655357
499730870.1	0.100685417
499697983	0.1007125
499700586.9	0.100742857
499833174.7	0.100774702
499875956.1	0.10080506
499900550.2	0.100833929
499813586.9	0.100861012
499781341.4	0.100891071
499909523.3	0.100921429
499990397.8	0.100951786
500022844.1	0.100982143
500065304.7	0.101010714
500011948.9	0.101039583
500132920.3	0.101071429
500224650.5	0.101101786
500252050.2	0.101131845
500197652.3	0.101158929
500118580.6	0.101187798
500195690	0.101218155
500294229.4	0.101248214
500269074.4	0.101278571
500365771.5	0.10130744
500340174.7	0.101336012
500468797.5	0.101369643
500587486.6	0.101399702
500631509	0.10143006
500543584.2	0.101457143
500475847.7	0.101486012
500532848.6	0.101514583
500662632.6	0.101546429
500650576.2	0.101575298
500720474.9	0.101605357
500683622.8	0.101634226
500780640.7	0.101666071
500942230.3	0.101697917
500969348.6	0.101728274
500931974.9	0.101755357
500780801.1	0.10178244
500858871.9	0.101812798
500971672	0.101843155
501025868.3	0.101873214
501096489.2	0.101903571
501078022.4	0.10193244
501114194.4	0.1019625
501298696.2	0.101996131
501306026.9	0.102024702
501261724	0.102053571
501165426.5	0.102080655
501206845.9	0.102111012
501326375.4	0.102141071
501438173.8	0.102171429
501467375.4	0.102201786
501466574.4	0.102230357
501496577.1	0.102260714
501655883.5	0.10229256
501643345.9	0.102322917
501668421.1	0.102351786
501577572.6	0.102378869
501570121.9	0.10240744
501648713.3	0.102439286
501758990.1	0.102469643
501769043.9	0.1025
501816111.1	0.102528571
501786388.9	0.10255744
501935120.1	0.102590774
501966284.1	0.102619643
502008784.9	0.102649702
501927949.8	0.102676786
501881603.9	0.102705655
501967285.8	0.102736012
502073636.2	0.102767857
502080806.5	0.102796429
502146820.8	0.102826786
502107084.2	0.102853869
502215718.6	0.1028875
502344541.2	0.10291756
502365411.3	0.102947917
502333806.5	0.102975
502228536.7	0.103002083
502335128.1	0.103033929
502421491	0.103064286
502433067.2	0.103094643
502482818.1	0.103123214
502456139.8	0.103152083
502536454.3	0.103183929
502670644.3	0.103214286
502756926.5	0.103244643
502716870.1	0.103273214
502626141.6	0.103300298
502691113.8	0.103330655
502761573.5	0.1033625
502821698.9	0.103391071
502834757.2	0.10341994
502839284.1	0.103450298
502881944.4	0.103480357
503083431	0.1035125
503135264.3	0.10354256
503090921.1	0.103571429
502989537.6	0.103598512
503011168.5	0.103628869
503087076.2	0.103658929
503157655.9	0.103689286
503126251.8	0.103718155
503196591.4	0.103746726
503187979.4	0.103777083
503385419.4	0.103810417
503408011.6	0.103840774
503421190	0.103869643
503322410.4	0.103896726
503270015.2	0.103925298
503388824.4	0.103955655
503458964.2	0.1039875
503471381.7	0.104016071
503508634.4	0.10404494
503513962.4	0.104075298
503692054.7	0.104107143
503769845	0.1041375
503762275.1	0.10416756
503706715.9	0.104194643
503633291.2	0.104223512
503733914	0.104253869
503841147	0.104283929
503855807.3	0.104314286
503885529.6	0.104343155
503909203.4	0.104373214
504009185.5	0.104405357
504145698.9	0.104435417
504117098.6	0.104464286
504094586.9	0.104492857
504031457	0.10451994
504085052.9	0.104551786
504205905	0.104582143
504305526	0.1046125
504278207	0.104641071
504274121.9	0.104671429
504319185.5	0.104701786
504466154.1	0.104732143
504487024.2	0.1047625
504506571.7	0.104791071
504378790.3	0.104818155
504446165.8	0.104848512
504544946.2	0.104880357
504660230.3	0.104910714
504663754.5	0.104941071
504616527.8	0.104968155
504608636.2	0.104998214
504768743.7	0.105030357
504848176.5	0.105060417
504860874.6	0.105089286
504746472.2	0.105116369
504759491	0.105146726
504831713.3	0.105176786
504984570.8	0.105208929
504957091.4	0.1052375
504920239.2	0.105266071
504960295.7	0.105296429
505078063.6	0.105326786
505180929.2	0.105358631
505198313.6	0.1053875
505111270.6	0.105414583
505058555.6	0.105443155
505156014.3	0.105475
505264767.9	0.105505357
505292808.2	0.105533929
505285597.7	0.105562798
505298496.4	0.105593155
505452595	0.105625
505573767	0.105656845
505553057.3	0.105685417
505503587.8	0.105714286
505441899.6	0.105741369
505479273.3	0.105771726
505619512.5	0.105801786
505632050.2	0.105832143
505643706.1	0.105861012
505662453.4	0.105891071
505778858.4	0.105921429
505914531.4	0.105953274
505904997.3	0.105983631
505856969.5	0.106010714
505760712.4	0.106037798
505812546.6	0.106068155
505986793.9	0.1061
505992321.7	0.106130357
506032739.2	0.106158929
505999612	0.106187798
506142494.6	0.106221131
506230339.6	0.106251488
506242517	0.106280357
506205864.7	0.106308929
506092623.7	0.106336012
506144978.5	0.106366369
506257978.5	0.106398214
506345343.2	0.106426786
506332765.2	0.106457143
506356598.6	0.1064875
506400581.5	0.106517857
506502005.4	0.106548214
506501804.7	0.106578274
506502165.8	0.106607143
506449290.3	0.106634226
506426538.5	0.106662798
506602508.1	0.106694643
506714066.3	0.106726786
506699125.4	0.106756845
506743749.1	0.106785714
506747113.8	0.106816071
506853304.7	0.106846131
506885750	0.106876488
506920198.9	0.106905357
506834597.7	0.10693244
506812326.2	0.106961012
506914351.3	0.106992857
507059196.2	0.107023214
507084392.5	0.107053571
507075018.8	0.107082143
507030435.5	0.107111012
507123688.2	0.107142857
507255034.9	0.107173214
507291887.1	0.107203274
507229799.3	0.107230357
507161741.9	0.107259226
507251829.7	0.107289583
507399759.9	0.107321429
507396636.2	0.107351786
507468978.5	0.107380357
507401402.3	0.107408929
507464211.5	0.107439286
507618671.1	0.107471131
507667741	0.107501488
507620874.6	0.107528571
507526861.1	0.10755744
507599684.6	0.1075875
507706396.1	0.107617857
507696621.9	0.107646726
507760592.3	0.107676786
507739082.4	0.107705655
507780580.6	0.1077375
507976499.1	0.107767857
508000453.4	0.107799702
507956510.8	0.107826786
507850120.1	0.107853869
507872190.9	0.107884226
507971772.4	0.107914583
508018919.4	0.107944643
508068991	0.107975
508057173.8	0.108003869
508126793	0.108033929
508284416.7	0.108066071
508330681.9	0.108096131
508321388.9	0.108125
508200777.8	0.108152083
508213115.6	0.108180655
508321709.7	0.1082125
508393411.3	0.108242857
508446887.1	0.108273214
508441560	0.108301786
508484019.7	0.108332143
508612762.5	0.108363988
508699005.4	0.108394345
508669964.2	0.108423214
508576751.8	0.108450298
508536895.2	0.108478869
508665798.4	0.108509226
508794861.1	0.108541071
508813728.5	0.108569643
508871490.1	0.1086
508849379	0.108628869
508999232.1	0.108662202
509033480.3	0.108691071
509063923.8	0.108721131
509012931	0.108748214
508954127.2	0.108777083
509041371.9	0.10880744
509162023.3	0.108839286
509177244.6	0.108867857
509218863.8	0.108898214
509219424.7	0.108926786
509289243.7	0.108958929
509373683.7	0.108988988
509414101.3	0.109019345
509356218.6	0.109046429
509277907.7	0.109073512
509356899.6	0.109105357
509468217.7	0.109135714
509484080.6	0.109166071
509531147	0.109196429
509505911.3	0.109223512
509545286.7	0.109253869
509728466.8	0.109285714
509773571.7	0.109316071
509748456.1	0.109344643
509643346.8	0.109371726
509710321.7	0.109403571
509796363.8	0.109433929
509854045.7	0.1094625
509905718.6	0.109492857
509865862	0.109521726
509894863.8	0.109551786
510069751.8	0.109583929
510156755.4	0.109613988
510151027.8	0.109642857
510035784.1	0.10966994
510064664.9	0.109700298
510144457.9	0.109730357
510202500.9	0.109760714
510174781.4	0.109789583
510244800.2	0.109819643
510246082.4	0.109848512
510447408.6	0.109881845
510464392.5	0.109912202
510494275.1	0.109941071
510402344.1	0.109968155
510378791.2	0.109998214
510436473.1	0.110027083
510535894.3	0.110058929
510538537.6	0.1100875
510607435.5	0.110116369
510590371	0.110146726
510726003.6	0.110178571
510838403.2	0.110210417
510843530.5	0.110238988
510769706.1	0.110266071
510684224.9	0.11029494
510779840.5	0.110325298
510851862.9	0.110355357
510871851.3	0.110384226
510900371.9	0.110414583
510900211.5	0.110443155
510987975.8	0.110476786
511133742.8	0.110506845
511118641.6	0.110537202
511092404.1	0.110564286
511007403.2	0.110591369
511062882.6	0.110621726
511162383.5	0.110653571
511249547.5	0.110683929
511248626.3	0.1107125
511277828	0.110742857
511282834.2	0.110773214
511465053.8	0.11080506
511485402.3	0.110833929
511501665.8	0.1108625
511399199.8	0.110889583
511434049.3	0.11091994
511521132.6	0.110950298
511620794.8	0.110982143
511643907.7	0.111010714
511643907.7	0.111039583
511643707	0.111069643
511807620.1	0.111101786
511850681	0.111131845
511878560.9	0.111160714
511765840.5	0.111187798
511782103.9	0.111218155
511865862.9	0.111248214
511990599.5	0.111280357
511999772.4	0.111308929
512011949.8	0.1113375
511952465.9	0.111366369
512100435.5	0.111398214
512199016.1	0.11143006
512235226.7	0.111458929
512158117.4	0.111486012
512084413.1	0.111514583
512190242.8	0.111546429
512317704.3	0.111576786
512321549.3	0.111607143
512335850.4	0.111635714
512299798.4	0.111664583
512429903.2	0.111696429
512542904.1	0.111726786
512562291.2	0.111756845
512525759.9	0.111785714
512425297.5	0.111812798
512468518.8	0.111843155
512560769.7	0.111875
512653020.6	0.111903571
512640082.4	0.11193244
512620253.6	0.1119625
512710261.6	0.111992857
512853184.6	0.112024702
512903215.9	0.11205506
512873493.7	0.112083929
512784367.4	0.112111012
512772910.4	0.112139583
512937984.8	0.112171429
512960136.2	0.112200298
513021623.7	0.112230357
512980164.9	0.112259226
513086876.3	0.112291071
513207608.4	0.112322917
513238772.4	0.112351786
513230360.2	0.112380357
513107145.2	0.11240744
513127094.1	0.112437798
513289684.6	0.112469643
513350810.9	0.112498214
513361666.7	0.112528571
513348368.3	0.11255744
513403486.6	0.112589286
513543164.9	0.112619643
513578614.7	0.112649702
513562952.5	0.112678571
513458363.8	0.112705655
513474147	0.112734226
513597201.6	0.112766071
513692697.1	0.112796429
513687449.8	0.112826786
513709200.7	0.112855357
513761835.1	0.112885714
513858131.7	0.11291756
513904317.2	0.112946429
513914412.2	0.112976786
513846675.6	0.113003869
513797044.8	0.11303244
513926669.4	0.113064286
514040190	0.113094643
514077803.8	0.113125
514099595	0.113155357
514081929.2	0.113183929
514167170.3	0.113215774
514201098.6	0.113244643
514238552	0.113274702
514194609.3	0.113301786
514116098.6	0.113330655
514194810	0.113361012
514358963.3	0.113392857
514366934.6	0.113423214
514432026.9	0.113451786
514361086	0.113480357
514438034.9	0.113510714
514559928.3	0.11354256
514639161.3	0.113572917
514561530.5	0.1136
514478813.6	0.113627083
514541302	0.113658929
514678496.4	0.113691071
514702891.6	0.113719643
514762336	0.11375
514735738.4	0.113777083
514717151.4	0.11380744
514919398.7	0.113839286
514996308.2	0.113871131
514938947.1	0.113899702
514856229.4	0.113926786
514884388.9	0.113955655
514965624.6	0.1139875
515028153.2	0.114016071
515103621	0.114046429
515075940.9	0.114075298
515047580.6	0.114105357
515264689.1	0.1141375
515326536.7	0.11416756
515314760.8	0.114196429
515216300.2	0.114223512
515225753.6	0.114253869
515284557.3	0.114283929
515393672	0.114314286
515392350.4	0.114343155
515422753.6	0.114373214
515419348.6	0.114402083
515552738.4	0.114433929
515655164	0.114465774
515634094.1	0.114494643
515545448	0.114521726
515463772.4	0.114550298
515557865.6	0.114580655
515701269.7	0.1146125
515687529.6	0.114641071
515748336	0.114671429
515712364.7	0.114700298
515837302.9	0.114732143
515966766.1	0.1147625
515947218.6	0.11479256
515880724	0.114819643
515769887.1	0.114846726
515899831.5	0.114878869
516012631.7	0.114908929
516030296.6	0.114939286
516087096.8	0.114969643
516067949.8	0.114998214
516117340.5	0.115030357
516273161.3	0.115060417
516268274.2	0.115090774
516258139.8	0.115117857
516157797.5	0.11514494
516257338.7	0.115175298
516345464.2	0.115207143
516416484.8	0.1152375
516442281.4	0.115267857
516443643.4	0.115296429
516458424.7	0.115326786
516615568.1	0.115358631
516626262.5	0.1153875
516618051.1	0.115416071
516512741.9	0.115443155
516580798.4	0.115473512
516661353	0.115505357
516731973.1	0.115533929
516743229.4	0.115564286
516772550.2	0.115593155
516723761.6	0.115623214
516922362.9	0.115655357
516967828	0.115685417
516982969.5	0.115714286
516863800.2	0.115741369
516835239.2	0.115771726
516948961.5	0.115801786
517040010.8	0.115832143
517018900.5	0.1158625
517025790.3	0.115891071
517016777.8	0.11591994
517177926.5	0.115951786
517263328	0.115983631
517279830.6	0.1160125
517213215.9	0.116039583
517153732.1	0.116068155
517256998.2	0.1161
517345965.1	0.116130357
517329782.3	0.116158929
517370879.9	0.116187798
517361106.6	0.116216369
517551457	0.11625
517617149.6	0.116280357
517652440	0.116310417
517577894.3	0.1163375
517481036.7	0.116366369
517563594.1	0.116396726
517640983.9	0.116426786
517681080.6	0.116455655
517731112	0.116486012
517723340.5	0.116516071
517817995.5	0.116546429
517975218.6	0.116578274
517988998.2	0.116608631
517957273.3	0.116635714
517844593.2	0.116662798
517901233.9	0.116694643
517983911.3	0.116725
518043114.7	0.116753869
518045879	0.116783929
518055492.8	0.116812798
518092705.2	0.116843155
518277808.2	0.116876488
518296354.8	0.116905357
518303484.8	0.116933929
518150587.8	0.116961012
518225854.8	0.116991369
518293350.4	0.117023214
518382757.2	0.117053571
518382957.9	0.117082143
518417927.4	0.1171125
518401543.9	0.117141071
518538819	0.117173214
518548993.7	0.117203274
518578875.4	0.117232143
518490430.1	0.117259226
518492473.1	0.117289583
518572507.2	0.117319643
518681421.1	0.117351786
518723961.5	0.117380357
518716351.3	0.117408929
518712224.9	0.117437798
518794261.6	0.117469643
518909104.8	0.1175
518926930.1	0.11753006
518887794.8	0.11755744
518816492.8	0.117586012
518910186.4	0.117617857
519040210.6	0.117648214
519080548.4	0.117678571
519078865.6	0.117707143
519051667.6	0.117736012
519099855.7	0.117767857
519250509.9	0.117798214
519296214.2	0.117828274
519246344.1	0.117855357
519176724.9	0.117884226
519225914.9	0.117914583
519356259.9	0.117946429
519414422	0.117975
519405769.7	0.118005357
519366113.8	0.11803244
519463612	0.118064286
519628726.7	0.118096131
519646752.7	0.118126488
519657727.6	0.118153571
519554621.9	0.11818244
519569522.4	0.118211012
519691736.6	0.118242857
519789034.1	0.118273214
519738322.6	0.118301786
519714328	0.118330655
519796965.9	0.118361012
519928352.2	0.118394345
519993684.6	0.118423214
519965645.2	0.118453274
519892701.6	0.118480357
519846276	0.118509226
519983590.5	0.118541071
520050125.4	0.118569643
520035303.8	0.1186
520066508.1	0.118628869
520138770.6	0.118658929
520261905.9	0.118690774
520317384.4	0.118721131
520311136.2	0.118751488
520218965.1	0.118777083
520165208.8	0.118805655
520295513.4	0.1188375
520439638	0.118867857
520417687.3	0.118898214
520433069	0.118926786
520425177.4	0.118957143
520601147.8	0.118988988
520644369.2	0.119019345
520613364.7	0.119048214
520581479.4	0.119075298
520507775.1	0.119103869
520611963.3	0.119134226
520715310	0.119166071
520733495.5	0.119194643
520771268.8	0.119225
520771069	0.119255357
520899891.6	0.119287202
520925608.4	0.119316071
520956011.6	0.119346131
520933539.4	0.119373214
520838645.2	0.119402083
520922404.1	0.11943244
521043375.4	0.119464286
521125091.4	0.119494643
521146321.7	0.119524702
521134745.5	0.119553571
521181532.3	0.119583929
521239974.9	0.119613988
521283155.9	0.119644345
521275985.7	0.119671429
521169434.6	0.119700298
521215579.7	0.119728869
521338835.1	0.119760714
521394353.9	0.119791071
521476069.9	0.119821429
521412219.5	0.11985
521420912.2	0.119880357
521552698.9	0.119910714
521625482.1	0.11994256
521575691.8	0.119969643
521489689.1	0.119996726
521518770.6	0.120027083
521624240.1	0.120058929
521704674.7	0.120089286
521733315.4	0.120119643
521735318.1	0.120146726
521712766.1	0.120175298
521857331.5	0.120208929
521927912.2	0.120238988
521951705.2	0.120269345
521877279.6	0.120296429
521834779.6	0.120325298
521930435.5	0.120355357
521978423.8	0.120384226
521994926.5	0.120414583
522073118.3	0.120443155
522033942.7	0.120473512
522207588.7	0.120505357
522272160.4	0.120537202
522319828	0.120566071
522229540.3	0.120593155
522147182.8	0.120621726
522213197.1	0.120652083
522312978.5	0.120683929
522343381.7	0.1207125
522388445.3	0.120741369
522358283.2	0.120771726
522478493.7	0.120803571
522596741.9	0.120833929
522643047.5	0.120863988
522552238.4	0.120891071
522427901.4	0.12091994
522522957	0.120950298
522615728.5	0.120980357
522647133.5	0.121010714
522713627.2	0.121041071
522676734.8	0.121069643
522737982.1	0.1211
522887874.6	0.121131845
522923365.6	0.121162202
522865163.1	0.121189286
522756809.1	0.121216369
522817534.9	0.121246726
522932859.3	0.121278571
523012292.1	0.121308929
523036966.8	0.121339286
523035364.7	0.121367857
523065767.9	0.121398214
523239534.1	0.12143006
523236650.5	0.121460417
523215700.7	0.1214875
523127935.5	0.121514583
523170957	0.12154494
523229520.6	0.121575298
523360746.4	0.121605357
523367595.9	0.121635714
523355659.5	0.121664583
523341439.1	0.121694643
523517088.7	0.121726786
523575291.2	0.121756845
523577854.8	0.121785714
523500905.9	0.121812798
523463932.8	0.121843155
523558747.3	0.121873214
523674913.1	0.121903571
523671427.4	0.121933929
523706357.5	0.1219625
523661573.5	0.121991369
523820119.2	0.122024702
523905319.9	0.12205506
523925629	0.122083631
523880484.8	0.1221125
523790517	0.122139583
523913892.5	0.122171429
523993845.9	0.122201786
524010189.1	0.122230357
524047201.6	0.122260714
524022806.5	0.122289583
524107086	0.122321429
